Sample_ID,Year,Watershed,Plot,Horizon,OM_TM,OM_OM,OM_LOI
2013-6-23-min,2013,6,23,min,34.84,4.72,13.54
2013-6-23-Oa,2013,6,23,Oa,22.27,3.31,14.87
2013-6-23-Oie,2013,6,23,Oie,7.09,5.81,81.99
2013-6-29-min,2013,6,29,min,51.85,3.88,7.49
2013-6-29-Oa,2013,6,29,Oa,3.85,1.01,26.25
2013-6-29-Oie,2013,6,29,Oie,4.63,3.53,76.12
2013-6-30-min,2013,6,30,min,0.00,0.00,-9999.99
2013-6-30-Oa,2013,6,30,Oa,14.29,4.60,32.2
2013-6-30-Oie,2013,6,30,Oie,3.05,2.80,91.86
2013-6-35-min,2013,6,35,min,28.03,7.68,27.4
2013-6-35-Oa,2013,6,35,Oa,30.27,10.11,33.39
2013-6-35-Oie,2013,6,35,Oie,3.83,3.59,93.72
2013-6-41-min,2013,6,41,min,51.01,4.90,9.61
2013-6-41-Oa,2013,6,41,Oa,8.17,2.61,31.99
2013-6-41-Oie,2013,6,41,Oie,1.43,1.15,80.5
2013-6-45-min,2013,6,45,min,43.65,5.00,11.44
2013-6-45-Oa,2013,6,45,Oa,7.13,3.71,52.06
2013-6-45-Oie,2013,6,45,Oie,3.23,2.72,84.23
2013-6-47-min,2013,6,47,min,29.92,4.39,14.66
2013-6-47-Oa,2013,6,47,Oa,17.38,3.53,20.3
2013-6-47-Oie,2013,6,47,Oie,1.90,1.24,64.9
2013-6-49-min,2013,6,49,min,31.26,8.50,27.18
2013-6-49-Oa,2013,6,49,Oa,8.37,5.92,70.69
2013-6-49-Oie,2013,6,49,Oie,2.63,2.44,92.48
2013-6-52-min,2013,6,52,min,13.16,3.40,25.83
2013-6-52-Oa,2013,6,52,Oa,9.03,2.55,28.2
2013-6-52-Oie,2013,6,52,Oie,2.20,1.85,84.08
2013-6-53-min,2013,6,53,min,23.26,5.60,24.07
2013-6-53-Oa,2013,6,53,Oa,6.48,5.61,86.46
2013-6-53-Oie,2013,6,53,Oie,3.66,3.40,93.15
2013-6-56-min,2013,6,56,min,49.11,9.90,20.16
2013-6-56-Oa,2013,6,56,Oa,3.15,2.36,74.95
2013-6-56-Oie,2013,6,56,Oie,2.77,2.57,92.55
2013-6-57-min,2013,6,57,min,26.41,3.81,14.41
2013-6-57-Oa,2013,6,57,Oa,5.48,3.21,58.6
2013-6-57-Oie,2013,6,57,Oie,1.79,1.62,90.8
2013-6-59-min,2013,6,59,min,23.96,3.17,13.23
2013-6-59-Oa,2013,6,59,Oa,2.72,1.15,42.11
2013-6-59-Oie,2013,6,59,Oie,2.04,1.65,80.97
2013-6-60-min,2013,6,60,min,36.08,4.22,11.71
2013-6-60-Oa,2013,6,60,Oa,3.02,2.27,75.21
2013-6-60-Oie,2013,6,60,Oie,2.14,1.93,90.23
2013-6-62-min,2013,6,62,min,46.23,1.88,4.06
2013-6-62-Oa,2013,6,62,Oa,1.40,1.12,79.5
2013-6-62-Oie,2013,6,62,Oie,2.60,2.32,89.08
2013-6-68-min,2013,6,68,min,16.91,4.29,25.34
2013-6-68-Oa,2013,6,68,Oa,5.21,2.77,53.11
2013-6-68-Oie,2013,6,68,Oie,7.48,6.27,83.82
2013-6-69-min,2013,6,69,min,46.01,5.18,11.26
2013-6-69-Oa,2013,6,69,Oa,1.03,0.59,56.96
2013-6-69-Oie,2013,6,69,Oie,5.67,5.19,91.5
2013-6-70-min,2013,6,70,min,32.43,6.14,18.94
2013-6-70-Oa,2013,6,70,Oa,4.97,2.92,58.76
2013-6-70-Oie,2013,6,70,Oie,1.00,0.90,89.69
2013-6-71-min,2013,6,71,min,6.56,2.62,39.92
2013-6-71-Oa,2013,6,71,Oa,5.10,4.11,80.54
2013-6-71-Oie,2013,6,71,Oie,2.76,2.58,93.35
2013-6-76-min,2013,6,76,min,45.18,3.26,7.22
2013-6-76-Oa,2013,6,76,Oa,1.75,0.96,55.09
2013-6-76-Oie,2013,6,76,Oie,2.51,1.99,79.29
2013-6-7-min,2013,6,7,min,25.66,4.31,16.79
2013-6-7-Oa,2013,6,7,Oa,4.29,0.88,20.41
2013-6-7-Oie,2013,6,7,Oie,4.24,3.05,71.9
2013-6-81-min,2013,6,81,min,32.49,9.42,29.01
2013-6-81-Oa,2013,6,81,Oa,9.31,3.99,42.84
2013-6-81-Oie,2013,6,81,Oie,3.12,2.76,88.31
2013-6-83-min,2013,6,83,min,53.00,4.11,7.75
2013-6-83-Oa,2013,6,83,Oa,7.44,5.24,70.47
2013-6-83-Oie,2013,6,83,Oie,7.43,6.51,87.58
2013-6-84-min,2013,6,84,min,30.38,6.22,20.48
2013-6-84-Oa,2013,6,84,Oa,6.11,3.41,55.76
2013-6-84-Oie,2013,6,84,Oie,2.75,1.98,71.73
2013-6-87-min,2013,6,87,min,0.00,0.00,-9999.99
2013-6-87-Oa,2013,6,87,Oa,26.44,12.23,46.27
2013-6-87-Oie,2013,6,87,Oie,7.25,5.69,78.49
2013-6-89-min,2013,6,89,min,50.73,5.32,10.49
2013-6-89-Oa,2013,6,89,Oa,2.20,1.25,56.94
2013-6-89-Oie,2013,6,89,Oie,1.51,1.21,80.15
2013-6-8-min,2013,6,8,min,50.66,2.16,4.26
2013-6-8-Oa,2013,6,8,Oa,4.95,1.64,33.04
2013-6-8-Oie,2013,6,8,Oie,6.49,5.25,80.86
2013-6-91-min,2013,6,91,min,41.43,2.44,5.89
2013-6-91-Oa,2013,6,91,Oa,5.82,2.17,37.38
2013-6-91-Oie,2013,6,91,Oie,2.93,2.56,87.34
2013-6-95-min,2013,6,95,min,0.00,0.00,-9999.99
2013-6-95-Oa,2013,6,95,Oa,0.00,0.00,-9999.99
2013-6-95-Oie,2013,6,95,Oie,2.45,1.68,68.61
2018-6-1-Oie,2018,6,1,Oie,4.73,4.32,91.17
2018-6-1-Oa,2018,6,1,Oa,2.45,1.17,47.69
2018-6-1-min,2018,6,1,min,48.95,7.53,15.37
2018-6-2-Oie,2018,6,2,Oie,5.54,5.19,93.63
2018-6-2-Oa,2018,6,2,Oa,2.67,1.97,73.98
2018-6-2-min,2018,6,2,min,0.00,0.00,-9999.99
2018-6-3-Oie,2018,6,3,Oie,5.96,5.81,97.56
2018-6-3-Oa,2018,6,3,Oa,9.50,7.51,79.06
2018-6-3-min,2018,6,3,min,48.78,6.45,13.23
2018-6-5-Oie,2018,6,5,Oie,2.94,2.81,95.75
2018-6-5-Oa,2018,6,5,Oa,5.54,4.86,87.8
2018-6-5-min,2018,6,5,min,63.00,8.85,14.04
2018-6-15-Oie,2018,6,15,Oie,5.17,4.76,92.06
2018-6-15-Oa,2018,6,15,Oa,9.04,5.59,61.87
2018-6-15-min,2018,6,15,min,67.18,8.65,12.88
2018-6-16-Oie,2018,6,16,Oie,3.16,2.94,93.26
2018-6-16-Oa,2018,6,16,Oa,5.70,4.48,78.55
2018-6-16-min,2018,6,16,min,34.49,5.57,16.15
2018-6-17-Oie,2018,6,17,Oie,2.48,2.18,87.83
2018-6-17-Oa,2018,6,17,Oa,1.59,0.68,43.19
2018-6-17-min,2018,6,17,min,42.00,5.76,13.72
2018-6-19-Oie,2018,6,19,Oie,1.56,1.20,76.68
2018-6-19-Oa,2018,6,19,Oa,11.82,3.14,26.59
2018-6-19-min,2018,6,19,min,36.49,5.52,15.14
2018-6-20-Oie,2018,6,20,Oie,2.08,1.89,90.82
2018-6-20-Oa,2018,6,20,Oa,4.33,2.88,66.57
2018-6-20-min,2018,6,20,min,33.59,3.44,10.23
2018-6-23-Oie,2018,6,23,Oie,4.56,4.35,95.37
2018-6-23-Oa,2018,6,23,Oa,10.51,9.20,87.56
2018-6-23-min,2018,6,23,min,93.75,3.16,3.37
2018-6-24-Oie,2018,6,24,Oie,5.95,5.71,95.94
2018-6-24-Oa,2018,6,24,Oa,9.78,7.34,75
2018-6-24-min,2018,6,24,min,0.00,0.00,-9999.99
2018-6-26-Oie,2018,6,26,Oie,2.17,0.80,36.68
2018-6-26-Oa,2018,6,26,Oa,6.78,1.20,17.64
2018-6-26-min,2018,6,26,min,40.48,5.91,14.6
2018-6-28-Oie,2018,6,28,Oie,1.98,1.79,90.09
2018-6-28-Oa,2018,6,28,Oa,9.13,3.80,41.59
2018-6-28-min,2018,6,28,min,0.00,0.00,-9999.99
2018-6-29-Oie,2018,6,29,Oie,2.60,2.43,93.43
2018-6-29-Oa,2018,6,29,Oa,3.56,2.72,76.46
2018-6-29-min,2018,6,29,min,137.66,9.23,6.7
2018-6-31-Oie,2018,6,31,Oie,4.46,4.30,96.49
2018-6-31-Oa,2018,6,31,Oa,11.28,9.51,84.28
2018-6-31-min,2018,6,31,min,116.53,3.96,3.4
2018-6-32-Oie,2018,6,32,Oie,3.63,2.91,80.13
2018-6-32-Oa,2018,6,32,Oa,0.00,0.00,-9999.99
2018-6-32-min,2018,6,32,min,19.47,8.79,45.14
2018-6-34-Oie,2018,6,34,Oie,4.38,3.23,73.72
2018-6-34-Oa,2018,6,34,Oa,1.09,0.56,51.71
2018-6-34-min,2018,6,34,min,52.34,5.84,11.17
2018-6-36.1-Oie,2018,6,36.1,Oie,3.04,2.59,85.27
2018-6-36.1-Oa,2018,6,36.1,Oa,1.52,0.99,64.99
2018-6-36.1-min,2018,6,36.1,min,41.73,2.86,6.84
2018-6-36.2-Oie,2018,6,36.2,Oie,3.70,3.16,85.23
2018-6-36.2-Oa,2018,6,36.2,Oa,0.00,0.00,-9999.99
2018-6-36.2-min,2018,6,36.2,min,2.76,1.53,55.6
2018-6-38-Oie,2018,6,38,Oie,2.14,1.57,73.35
2018-6-38-Oa,2018,6,38,Oa,2.99,1.40,46.84
2018-6-38-min,2018,6,38,min,0.00,0.00,-9999.99
2018-6-39-Oie,2018,6,39,Oie,1.92,1.29,67.45
2018-6-39-Oa,2018,6,39,Oa,0.00,0.00,-9999.99
2018-6-39-min,2018,6,39,min,40.76,6.67,16.37
2018-6-42-Oie,2018,6,42,Oie,1.28,0.87,68.09
2018-6-42-Oa,2018,6,42,Oa,6.28,3.75,59.81
2018-6-42-min,2018,6,42,min,16.22,3.50,21.56
2018-6-43-Oie,2018,6,43,Oie,3.87,3.04,78.52
2018-6-43-Oa,2018,6,43,Oa,1.06,0.60,57.06
2018-6-43-min,2018,6,43,min,33.34,7.88,23.65
2018-6-45-Oie,2018,6,45,Oie,1.47,1.22,82.77
2018-6-45-Oa,2018,6,45,Oa,0.00,0.00,-9999.99
2018-6-45-min,2018,6,45,min,27.90,4.99,17.88
2018-6-47-Oie,2018,6,47,Oie,1.16,1.03,88.73
2018-6-47-Oa,2018,6,47,Oa,1.34,0.91,68.24
2018-6-47-min,2018,6,47,min,66.50,8.00,12.03
2018-6-48-Oie,2018,6,48,Oie,3.16,2.99,94.5
2018-6-48-Oa,2018,6,48,Oa,6.39,4.95,77.43
2018-6-48-min,2018,6,48,min,72.33,2.15,2.98
2018-6-50-Oie,2018,6,50,Oie,3.28,2.75,83.89
2018-6-50-Oa,2018,6,50,Oa,18.96,6.05,31.89
2018-6-50-min,2018,6,50,min,50.75,6.54,12.88
2018-6-52-Oie,2018,6,52,Oie,4.06,3.42,84.25
2018-6-52-Oa,2018,6,52,Oa,13.13,3.82,29.09
2018-6-52-min,2018,6,52,min,31.41,5.22,16.64
2018-6-54-Oie,2018,6,54,Oie,2.58,1.64,63.45
2018-6-54-Oa,2018,6,54,Oa,6.79,1.98,29.13
2018-6-54-min,2018,6,54,min,22.65,3.92,17.29
2018-6-59-Oie,2018,6,59,Oie,1.62,1.38,85.22
2018-6-59-Oa,2018,6,59,Oa,3.23,1.76,54.49
2018-6-59-min,2018,6,59,min,38.84,3.80,9.78
2018-6-60-Oie,2018,6,60,Oie,2.67,2.51,93.88
2018-6-60-Oa,2018,6,60,Oa,2.88,1.84,63.88
2018-6-60-min,2018,6,60,min,78.53,8.86,11.28
2018-6-61-Oie,2018,6,61,Oie,3.11,1.95,62.84
2018-6-61-Oa,2018,6,61,Oa,8.20,1.87,22.84
2018-6-61-min,2018,6,61,min,91.53,5.62,6.14
2018-6-63-Oie,2018,6,63,Oie,4.21,3.70,87.91
2018-6-63-Oa,2018,6,63,Oa,22.68,11.08,48.88
2018-6-63-min,2018,6,63,min,29.35,7.27,24.76
2018-6-64-Oie,2018,6,64,Oie,1.48,0.71,48.19
2018-6-64-Oa,2018,6,64,Oa,1.26,0.52,41.11
2018-6-64-min,2018,6,64,min,58.70,6.21,10.59
2018-6-66-Oie,2018,6,66,Oie,1.99,1.66,83.12
2018-6-66-Oa,2018,6,66,Oa,8.71,2.59,29.7
2018-6-66-min,2018,6,66,min,38.87,2.98,7.67
2018-6-67-Oie,2018,6,67,Oie,2.00,1.83,91.32
2018-6-67-Oa,2018,6,67,Oa,2.19,1.26,57.49
2018-6-67-min,2018,6,67,min,65.12,8.42,12.93
2018-6-69-Oie,2018,6,69,Oie,3.07,2.88,93.77
2018-6-69-Oa,2018,6,69,Oa,2.36,1.62,68.75
2018-6-69-min,2018,6,69,min,46.72,6.21,13.3
2018-6-71-Oie,2018,6,71,Oie,3.36,3.02,89.9
2018-6-71-Oa,2018,6,71,Oa,2.72,1.28,47.02
2018-6-71-min,2018,6,71,min,38.28,6.48,16.94
2018-6-73-Oie,2018,6,73,Oie,2.85,2.51,88.13
2018-6-73-Oa,2018,6,73,Oa,4.82,3.23,66.9
2018-6-73-min,2018,6,73,min,28.38,4.98,17.56
2018-6-76-Oie,2018,6,76,Oie,2.35,1.50,63.65
2018-6-76-Oa,2018,6,76,Oa,6.14,2.21,35.99
2018-6-76-min,2018,6,76,min,56.39,4.49,7.97
2018-6-79-Oie,2018,6,79,Oie,2.83,2.50,88.5
2018-6-79-Oa,2018,6,79,Oa,2.28,0.99,43.58
2018-6-79-min,2018,6,79,min,47.22,5.26,11.15
2018-6-80-Oie,2018,6,80,Oie,2.04,1.71,83.64
2018-6-80-Oa,2018,6,80,Oa,2.76,1.25,45.18
2018-6-80-min,2018,6,80,min,25.04,3.04,12.13
2018-6-83-Oie,2018,6,83,Oie,3.09,2.80,90.75
2018-6-83-Oa,2018,6,83,Oa,3.78,2.49,65.84
2018-6-83-min,2018,6,83,min,99.25,3.65,3.68
2018-6-84-Oie,2018,6,84,Oie,2.38,2.09,87.71
2018-6-84-Oa,2018,6,84,Oa,3.71,2.01,54.14
2018-6-84-min,2018,6,84,min,45.42,7.09,15.61
2018-6-85-Oie,2018,6,85,Oie,1.34,1.23,92.37
2018-6-85-Oa,2018,6,85,Oa,3.60,2.43,67.68
2018-6-85-min,2018,6,85,min,70.15,7.29,10.39
2018-6-86-Oie,2018,6,86,Oie,3.72,2.92,78.61
2018-6-86-Oa,2018,6,86,Oa,0.72,0.31,42.86
2018-6-86-min,2018,6,86,min,0.00,0.00,-9999.99
2018-6-89-Oie,2018,6,89,Oie,3.44,2.92,84.89
2018-6-89-Oa,2018,6,89,Oa,7.12,2.36,33.16
2018-6-89-min,2018,6,89,min,32.17,4.03,12.53
2018-6-90-Oie,2018,6,90,Oie,5.43,4.94,91
2018-6-90-Oa,2018,6,90,Oa,4.43,2.02,45.48
2018-6-90-min,2018,6,90,min,61.61,9.85,15.98
2018-6-91-Oie,2018,6,91,Oie,3.23,2.49,77.01
2018-6-91-Oa,2018,6,91,Oa,3.35,1.15,34.37
2018-6-91-min,2018,6,91,min,40.60,5.02,12.37
2018-6-92-Oie,2018,6,92,Oie,3.00,2.54,84.79
2018-6-92-Oa,2018,6,92,Oa,2.11,0.71,33.72
2018-6-92-min,2018,6,92,min,83.83,2.91,3.47
2018-6-93-Oie,2018,6,93,Oie,2.01,1.81,89.84
2018-6-93-Oa,2018,6,93,Oa,3.93,3.15,79.98
2018-6-93-min,2018,6,93,min,35.83,5.09,14.22
2018-6-95-Oie,2018,6,95,Oie,3.12,2.84,90.82
2018-6-95-Oa,2018,6,95,Oa,27.77,12.62,45.44
2018-6-95-min,2018,6,95,min,47.37,7.18,15.15
2018-6-98-Oie,2018,6,98,Oie,2.04,1.43,70.03
2018-6-98-Oa,2018,6,98,Oa,0.00,0.00,-9999.99
2018-6-98-min,2018,6,98,min,56.12,6.45,11.5
2018-6-99-Oie,2018,6,99,Oie,2.41,2.24,93.09
2018-6-99-Oa,2018,6,99,Oa,1.72,1.38,79.98
2018-6-99-min,2018,6,99,min,76.92,4.44,5.77
2018-6-103-Oie,2018,6,103,Oie,2.67,2.48,93.08
2018-6-103-Oa,2018,6,103,Oa,5.75,3.80,66.09
2018-6-103-min,2018,6,103,min,0.00,0.00,-9999.99
2018-6-107-Oie,2018,6,107,Oie,5.93,5.09,85.91
2018-6-107-Oa,2018,6,107,Oa,36.66,8.43,22.99
2018-6-107-min,2018,6,107,min,35.07,4.80,13.68
2018-6-108-Oie,2018,6,108,Oie,2.35,0.94,39.86
2018-6-108-Oa,2018,6,108,Oa,12.46,1.89,15.14
2018-6-108-min,2018,6,108,min,23.05,3.94,17.11
2018-6-110-Oie,2018,6,110,Oie,5.61,1.35,23.99
2018-6-110-Oa,2018,6,110,Oa,6.38,1.05,16.51
2018-6-110-min,2018,6,110,min,52.96,6.24,11.77
2018-6-111-Oie,2018,6,111,Oie,2.12,1.46,68.98
2018-6-111-Oa,2018,6,111,Oa,15.09,3.80,25.17
2018-6-111-min,2018,6,111,min,36.78,5.40,14.69
2018-6-113-Oie,2018,6,113,Oie,2.01,1.83,91.3
2018-6-113-Oa,2018,6,113,Oa,5.73,2.23,38.81
2018-6-113-min,2018,6,113,min,105.06,4.70,4.47
2018-6-117-Oie,2018,6,117,Oie,3.20,1.77,55.32
2018-6-117-Oa,2018,6,117,Oa,5.07,0.78,15.32
2018-6-117-min,2018,6,117,min,50.72,7.12,14.03
2018-6-118-Oie,2018,6,118,Oie,6.18,4.76,77.07
2018-6-118-Oa,2018,6,118,Oa,40.23,10.71,26.62
2018-6-118-min,2018,6,118,min,79.91,5.40,6.76
2018-6-120-Oie,2018,6,120,Oie,2.57,1.81,70.23
2018-6-120-Oa,2018,6,120,Oa,14.01,4.06,28.99
2018-6-120-min,2018,6,120,min,72.85,5.88,8.07
2018-6-121-Oie,2018,6,121,Oie,10.34,7.78,75.22
2018-6-121-Oa,2018,6,121,Oa,15.32,9.04,58.99
2018-6-121-min,2018,6,121,min,41.56,4.54,10.91
2018-6-123-Oie,2018,6,123,Oie,5.97,4.34,72.83
2018-6-123-Oa,2018,6,123,Oa,24.01,11.28,46.99
2018-6-123-min,2018,6,123,min,26.52,1.76,6.65
2018-6-128-Oie,2018,6,128,Oie,3.97,3.64,91.8
2018-6-128-Oa,2018,6,128,Oa,5.05,1.00,19.87
2018-6-128-min,2018,6,128,min,72.63,2.34,3.23
2018-6-133-Oie,2018,6,133,Oie,2.63,2.35,89.35
2018-6-133-Oa,2018,6,133,Oa,20.24,7.08,34.97
2018-6-133-min,2018,6,133,min,57.36,5.93,10.35
2018-6-134-Oie,2018,6,134,Oie,1.24,0.59,47.18
2018-6-134-Oa,2018,6,134,Oa,11.59,1.94,16.77
2018-6-134-min,2018,6,134,min,76.39,5.69,7.45
2018-6-137-Oie,2018,6,137,Oie,2.52,1.57,62.23
2018-6-137-Oa,2018,6,137,Oa,17.64,3.72,21.06
2018-6-137-min,2018,6,137,min,41.71,7.66,18.36
2018-6-138-Oie,2018,6,138,Oie,1.94,1.06,54.61
2018-6-138-Oa,2018,6,138,Oa,0.00,0.00,-9999.99
2018-6-138-min,2018,6,138,min,48.62,6.67,13.73
2018-6-144-Oie,2018,6,144,Oie,1.93,1.33,69.22
2018-6-144-Oa,2018,6,144,Oa,4.55,1.13,24.92
2018-6-144-min,2018,6,144,min,48.61,7.47,15.37
2018-6-146-Oie,2018,6,146,Oie,1.79,1.22,68.08
2018-6-146-Oa,2018,6,146,Oa,7.96,1.36,17.12
2018-6-146-min,2018,6,146,min,58.73,7.05,12.01
2018-6-147-Oie,2018,6,147,Oie,2.89,1.40,48.37
2018-6-147-Oa,2018,6,147,Oa,12.47,1.55,12.41
2018-6-147-min,2018,6,147,min,72.28,5.23,7.23
2018-6-148-Oie,2018,6,148,Oie,6.33,5.47,86.4
2018-6-148-Oa,2018,6,148,Oa,17.94,4.34,24.19
2018-6-148-min,2018,6,148,min,41.77,5.81,13.91
2018-6-150-Oie,2018,6,150,Oie,2.27,2.19,96.57
2018-6-150-Oa,2018,6,150,Oa,7.38,6.27,84.89
2018-6-150-min,2018,6,150,min,19.26,4.72,24.52
2018-6-154-Oie,2018,6,154,Oie,14.96,8.00,53.45
2018-6-154-Oa,2018,6,154,Oa,10.20,2.92,28.62
2018-6-154-min,2018,6,154,min,29.10,2.96,10.18
2018-6-158-Oie,2018,6,158,Oie,1.97,1.38,70.05
2018-6-158-Oa,2018,6,158,Oa,4.92,1.91,38.94
2018-6-158-min,2018,6,158,min,63.08,7.49,11.88
2018-6-159-Oie,2018,6,159,Oie,2.37,2.09,87.85
2018-6-159-Oa,2018,6,159,Oa,9.12,2.76,30.24
2018-6-159-min,2018,6,159,min,31.52,4.35,13.8
2018-6-160-Oie,2018,6,160,Oie,4.54,4.21,92.75
2018-6-160-Oa,2018,6,160,Oa,6.77,4.14,61.21
2018-6-160-min,2018,6,160,min,25.32,6.58,25.98
2018-6-161-Oie,2018,6,161,Oie,2.82,2.58,91.29
2018-6-161-Oa,2018,6,161,Oa,5.37,4.33,80.7
2018-6-161-min,2018,6,161,min,85.88,4.55,5.3
2018-6-163-Oie,2018,6,163,Oie,4.62,2.65,57.29
2018-6-163-Oa,2018,6,163,Oa,4.88,0.87,17.89
2018-6-163-min,2018,6,163,min,32.53,3.88,11.94
2018-6-165-Oie,2018,6,165,Oie,3.18,2.63,82.58
2018-6-165-Oa,2018,6,165,Oa,6.08,2.96,48.76
2018-6-165-min,2018,6,165,min,69.21,9.34,13.5
2018-6-169-Oie,2018,6,169,Oie,1.08,0.78,72.63
2018-6-169-Oa,2018,6,169,Oa,2.25,0.48,21.5
2018-6-169-min,2018,6,169,min,23.47,2.72,11.61
2018-6-171-Oie,2018,6,171,Oie,4.47,3.86,86.38
2018-6-171-Oa,2018,6,171,Oa,7.16,3.75,52.37
2018-6-171-min,2018,6,171,min,72.52,5.22,7.2
2018-6-172-Oie,2018,6,172,Oie,3.09,2.84,91.92
2018-6-172-Oa,2018,6,172,Oa,15.42,8.35,54.19
2018-6-172-min,2018,6,172,min,27.97,3.31,11.83
2018-6-174-Oie,2018,6,174,Oie,3.24,3.09,95.26
2018-6-174-Oa,2018,6,174,Oa,12.43,9.88,79.51
2018-6-174-min,2018,6,174,min,63.60,6.63,10.42
2018-6-177-Oie,2018,6,177,Oie,1.48,1.13,76.43
2018-6-177-Oa,2018,6,177,Oa,6.66,1.95,29.27
2018-6-177-min,2018,6,177,min,79.71,5.33,6.68
2018-6-178-Oie,2018,6,178,Oie,4.26,2.83,66.37
2018-6-178-Oa,2018,6,178,Oa,3.68,1.79,48.66
2018-6-178-min,2018,6,178,min,51.33,8.70,16.95
2018-6-179-Oie,2018,6,179,Oie,4.35,2.05,47.11
2018-6-179-Oa,2018,6,179,Oa,0.00,0.00,-9999.99
2018-6-179-min,2018,6,179,min,46.46,9.18,19.76
2018-6-182-Oie,2018,6,182,Oie,1.64,1.02,62.27
2018-6-182-Oa,2018,6,182,Oa,1.79,0.65,36.36
2018-6-182-min,2018,6,182,min,41.18,3.87,9.39
2018-6-184-Oie,2018,6,184,Oie,8.04,7.02,87.35
2018-6-184-Oa,2018,6,184,Oa,13.31,8.57,64.42
2018-6-184-min,2018,6,184,min,44.31,6.97,15.73
2018-6-186-Oie,2018,6,186,Oie,2.78,2.20,79.3
2018-6-186-Oa,2018,6,186,Oa,1.78,0.43,24.3
2018-6-186-min,2018,6,186,min,51.79,4.82,9.31
2018-6-187-Oie,2018,6,187,Oie,2.17,1.95,89.62
2018-6-187-Oa,2018,6,187,Oa,0.95,0.63,66.35
2018-6-187-min,2018,6,187,min,55.60,9.00,16.19
2018-6-189-Oie,2018,6,189,Oie,5.74,5.20,90.65
2018-6-189-Oa,2018,6,189,Oa,6.41,4.35,67.85
2018-6-189-min,2018,6,189,min,58.26,4.65,7.99
2018-6-194-Oie,2018,6,194,Oie,5.27,3.54,67.25
2018-6-194-Oa,2018,6,194,Oa,10.99,3.21,29.18
2018-6-194-min,2018,6,194,min,74.81,5.34,7.14
2018-6-199-Oie,2018,6,199,Oie,4.04,1.46,36.09
2018-6-199-Oa,2018,6,199,Oa,30.60,1.62,5.28
2018-6-199-min,2018,6,199,min,41.08,3.61,8.79
2018-6-200-Oie,2018,6,200,Oie,2.76,2.36,85.77
2018-6-200-Oa,2018,6,200,Oa,7.31,1.89,25.87
2018-6-200-min,2018,6,200,min,76.51,8.26,10.8
2018-6-203-Oie,2018,6,203,Oie,5.66,4.92,86.84
2018-6-203-Oa,2018,6,203,Oa,21.26,5.42,25.51
2018-6-203-min,2018,6,203,min,34.98,4.51,12.91
2018-6-205-Oie,2018,6,205,Oie,6.30,5.73,90.96
2018-6-205-Oa,2018,6,205,Oa,1.91,1.28,67.02
2018-6-205-min,2018,6,205,min,0.00,0.00,-9999.99
2018-6-207-Oie,2018,6,207,Oie,3.49,3.16,90.56
2018-6-207-Oa,2018,6,207,Oa,9.55,6.45,67.51
2018-6-207-min,2018,6,207,min,65.84,7.88,11.97
